user_id,first_name,last_name,user_type,home_country,preferred_city_type,target_university,field_of_study,degree_level,intended_start_year,budget_range_aud,scholarship_interest,concern_visa,concern_accommodation,concern_safety,concern_academics,concern_career,concern_culture,preferred_language,accommodation_type,work_while_studying_interest
1644,Lucas,Sato,student,China,suburban,University of Adelaide,Computer Science,Master,2026,46349,1,0,0,1,1,0,1,Japnese,shared,0
1645,Kenji,Rossi,parent,India,urban,University of Queensland,Finance,Master,2027,28916,0,1,1,0,0,0,0,Spanish,private,0
1646,Nusrat,Wong,student,Brazil,regional,University of Sydney,Business Analytics,Master,2026,58686,1,0,0,0,1,1,1,Indonesian,shared,1
1647,Sofia,Kim,parent,India,suburban,Monash University,Artificial Intelligence,Master,2027,59190,0,1,0,1,0,1,1,French,private,0
1648,Ji-won,Malik,student,China,suburban,Australian National University,Artificial Intelligence,Bachelor,2026,34778,1,0,0,0,1,0,0,French,dorm,1
1649,Priya,Park,student,UAE,urban,Monash University,Mechanical Engineering,PhD,2026,58056,1,0,0,0,1,1,0,Japnese,shared,0
1650,Nina,Suzuki,student,Nigeria,suburban,Monash University,Finance,Master,2026,19846,0,0,0,1,0,0,0,Japnese,private,0
1651,Arjun,Patil,student,UAE,regional,UNSW,Computer Science,Bachelor,2027,43287,0,1,1,0,1,0,0,English,private,1
1652,Trang,Silva,parent,Vietnam,urban,UNSW,Finance,PhD,2027,57343,1,1,0,1,0,0,0,Mandarin,private,0
1653,Hans,Iqbal,student,Japan,regional,University of Western Australia,Business Analytics,Master,2027,58478,0,1,1,1,0,1,0,Japnese,shared,1
1654,Zane,Mansoor,student,Vietnam,suburban,University of Adelaide,Artificial Intelligence,PhD,2027,48456,1,0,0,1,0,1,1,Spanish,private,1
1655,Sana,Kim,student,UAE,urban,University of Western Australia,Business Analytics,PhD,2026,45415,0,0,1,1,1,0,0,Indonesian,private,1
1656,Trang,Das,student,Indonesia,suburban,Australian National University,Psychology,Master,2026,31014,1,0,0,1,1,1,1,Japnese,shared,0
1657,Abrar,Silva,student,Vietnam,suburban,Monash University,Psychology,PhD,2027,56921,1,0,0,0,1,1,0,Japnese,private,0
1658,Clara,Moreau,student,Nigeria,urban,University of Sydney,Finance,PhD,2027,28523,1,0,1,1,1,0,0,Hindi,private,0
1659,Sumaiya,Smirnov,student,China,urban,University of Queensland,Business Analytics,Bachelor,2026,42436,1,1,1,1,1,1,1,English,dorm,1
1660,Fatima,Smirnov,student,UAE,regional,University of Queensland,Computer Science,Bachelor,2027,32779,1,0,1,1,1,0,1,Japnese,private,1
1661,Nina,Kim,student,Nigeria,suburban,University of Sydney,Psychology,Bachelor,2026,46285,0,1,0,1,0,0,0,Mandarin,private,1
1662,Sofia,Smirnov,student,Australia,suburban,University of Sydney,Computer Science,Master,2027,44130,1,1,0,1,1,1,0,Spanish,shared,1
1663,Mateo,Bakare,student,Australia,suburban,Monash University,Data Science,PhD,2026,44971,1,0,1,0,0,0,0,Mandarin,dorm,0
1664,Rohan,Haddad,parent,Brazil,suburban,University of Western Australia,Business Analytics,Bachelor,2027,44367,1,1,1,0,0,1,0,French,dorm,1
1665,Mei,Hernandez,parent,Vietnam,urban,University of Sydney,Business Analytics,Master,2027,50469,1,1,0,0,1,1,0,Spanish,shared,1
1666,Saanvi,Wong,student,India,urban,Australian National University,Computer Science,Master,2026,53175,1,0,1,1,0,0,1,English,shared,0
1667,Priya,Iyer,parent,Australia,suburban,University of Adelaide,Artificial Intelligence,Master,2027,19620,0,0,1,1,1,1,0,French,shared,0
1668,Sarvesh,Sharma,student,Australia,regional,University of Sydney,Mechanical Engineering,PhD,2027,25911,1,0,1,1,1,0,1,Japnese,shared,0
1669,Sumaiya,Sato,student,Nigeria,regional,UNSW,Computer Science,PhD,2026,34992,1,1,0,0,0,0,0,English,shared,1
1670,Fatima,Kim,student,Nigeria,urban,University of Adelaide,Data Science,PhD,2027,18187,0,1,0,1,0,0,1,Indonesian,private,0
1671,Sofia,Olsen,student,Nigeria,urban,University of Adelaide,Artificial Intelligence,Bachelor,2026,20737,1,1,1,1,1,0,1,Spanish,shared,1
1672,Jueqing,Patil,student,Vietnam,urban,University of Adelaide,Finance,Bachelor,2026,25161,1,1,0,0,1,0,1,Hindi,private,0
1673,Aisha,Khan,student,India,regional,University of Western Australia,Data Science,Master,2026,21004,0,0,1,1,0,0,0,English,dorm,0
1674,Elena,Iyer,student,Brazil,suburban,University of Melbourne,Computer Science,Bachelor,2027,49177,0,1,1,1,0,1,0,English,shared,1
1675,Ji-won,Park,student,Brazil,regional,University of Sydney,Data Science,PhD,2026,30656,1,0,1,1,0,1,1,Hindi,private,0
1676,Amira,Kumar,student,India,suburban,University of Queensland,Psychology,PhD,2026,20504,0,0,1,0,0,1,1,English,shared,1
1677,Ananya,Khan,student,India,urban,University of Melbourne,Artificial Intelligence,PhD,2026,48814,1,1,1,0,1,1,1,Hindi,dorm,0
1678,Zane,Chaudhary,parent,China,urban,Monash University,Mechanical Engineering,Bachelor,2027,20732,0,0,0,0,0,0,1,English,private,0
1679,Arjun,Chatterjee,student,Australia,suburban,University of Queensland,Computer Science,Master,2027,23075,1,0,1,0,1,0,1,French,shared,0
1680,Zoya,Haddad,parent,Brazil,suburban,University of Western Australia,Mechanical Engineering,Bachelor,2026,16739,0,0,1,1,1,0,0,French,dorm,0
1681,Tanvir,Al-Farsi,parent,UAE,urban,University of Sydney,Finance,PhD,2027,45031,0,0,0,1,1,0,0,Mandarin,private,0
1682,Chloé,Kim,student,Brazil,urban,University of Adelaide,Artificial Intelligence,PhD,2027,28235,1,1,1,0,0,1,0,Mandarin,dorm,1
1683,Fatima,Patil,parent,UAE,regional,UNSW,Mechanical Engineering,Master,2027,26054,0,0,1,1,0,1,1,Mandarin,dorm,1
1684,Fatima,Sato,student,Vietnam,urban,University of Western Australia,Finance,PhD,2026,58136,1,1,0,0,0,0,1,French,shared,1
1685,Zoya,Iqbal,student,Nigeria,suburban,Monash University,Computer Science,Master,2026,55424,0,0,1,0,0,0,1,French,shared,0
1686,Elena,Das,student,Japan,suburban,Australian National University,Business Analytics,Master,2026,46020,0,0,1,0,1,1,0,Indonesian,shared,1
1687,Hamza,Iqbal,student,Brazil,regional,University of Sydney,Psychology,Master,2027,53694,0,0,1,0,0,1,1,Hindi,shared,0
1688,Hiroshi,Wei,student,UAE,regional,Monash University,Data Science,PhD,2026,27969,0,0,1,1,1,0,0,Indonesian,shared,0
1689,Sofia,Sato,student,Nigeria,urban,University of Queensland,Finance,Master,2027,44495,0,1,0,0,1,1,1,Hindi,shared,1
1690,Aisha,Patil,student,India,regional,University of Western Australia,Mechanical Engineering,Master,2027,23713,1,0,0,0,0,0,0,French,private,0
1691,Li,Rahman,student,Brazil,urban,UNSW,Business Analytics,Master,2027,37226,1,1,0,1,0,0,0,English,private,0
1692,Rohan,Park,student,Australia,regional,Monash University,Artificial Intelligence,PhD,2026,24071,1,1,0,0,0,0,0,English,private,1
1693,Léa,Chaudhary,student,Indonesia,urban,University of Sydney,Finance,Master,2027,46889,0,1,0,0,0,0,1,Indonesian,dorm,0
1694,Mei,Dubois,student,Australia,suburban,University of Adelaide,Computer Science,PhD,2026,25766,0,0,0,0,0,0,0,Mandarin,shared,1
1695,Amira,Kumar,student,UAE,suburban,University of Adelaide,Artificial Intelligence,PhD,2026,58557,1,1,1,1,0,0,0,Spanish,shared,0
1696,Amira,Bakare,student,Vietnam,suburban,UNSW,Computer Science,Bachelor,2027,49249,0,1,1,0,0,1,0,Indonesian,shared,0
1697,Sana,Hernandez,student,Japan,urban,Australian National University,Computer Science,Bachelor,2026,40204,1,0,1,0,0,0,1,Hindi,private,0
1698,Kavya,Iqbal,student,Vietnam,urban,University of Sydney,Mechanical Engineering,Bachelor,2027,19693,0,1,0,1,1,0,1,Japnese,private,0
1699,Aisha,Chen,student,UAE,suburban,University of Queensland,Business Analytics,Bachelor,2027,57983,1,0,1,1,1,0,0,Japnese,private,0
1700,Bilal,Khan,parent,India,regional,University of Melbourne,Computer Science,Bachelor,2026,22470,1,1,1,0,1,0,1,French,private,0
1701,Li,Wei,parent,Japan,urban,University of Queensland,Data Science,Bachelor,2027,57417,0,1,1,0,1,1,0,Indonesian,dorm,1
1702,Clara,Das,student,India,regional,University of Adelaide,Computer Science,Bachelor,2027,58557,0,0,0,0,1,0,1,Indonesian,shared,1
1703,Aisha,Kim,student,Australia,suburban,University of Melbourne,Psychology,PhD,2026,23069,1,1,1,0,0,0,1,Spanish,dorm,0
1704,Omar,Gomez,parent,China,urban,UNSW,Psychology,PhD,2027,59201,1,1,0,1,0,0,1,Hindi,shared,0
1705,Ivan,Smirnov,parent,China,urban,University of Queensland,Mechanical Engineering,Master,2026,28906,1,1,1,0,0,0,0,French,private,0
1706,Amira,Kumar,parent,Indonesia,urban,University of Queensland,Computer Science,Bachelor,2026,40653,0,1,0,0,1,0,1,Indonesian,private,0
1707,Sofia,Mansoor,student,Japan,suburban,UNSW,Mechanical Engineering,Master,2027,21600,1,1,1,1,1,1,1,Hindi,shared,0
1708,Trang,Chatterjee,parent,Indonesia,suburban,University of Melbourne,Finance,PhD,2027,36223,1,1,1,1,1,1,1,Hindi,shared,0
1709,Omar,Iqbal,student,Australia,regional,Australian National University,Computer Science,PhD,2026,22180,1,1,0,0,0,0,0,Indonesian,shared,0
1710,Clara,Müller,student,Vietnam,suburban,Monash University,Data Science,PhD,2027,27859,1,1,1,0,1,1,1,English,shared,1
1711,Nusrat,Hernandez,student,Nigeria,urban,Australian National University,Business Analytics,PhD,2026,56751,0,0,1,1,1,0,1,Spanish,private,0
1712,Lucas,Rossi,student,India,suburban,University of Melbourne,Mechanical Engineering,Bachelor,2027,22766,0,0,0,1,0,0,1,Japnese,shared,0
1713,Trang,Dubois,student,India,suburban,University of Sydney,Business Analytics,Master,2026,25886,0,1,1,1,0,0,1,Mandarin,private,1
1714,Nina,Chen,student,Brazil,suburban,University of Melbourne,Computer Science,Bachelor,2027,49601,0,1,1,0,1,0,0,French,dorm,1
1715,Nusrat,Haddad,student,Nigeria,urban,University of Melbourne,Data Science,PhD,2027,37340,1,1,0,0,1,0,1,Spanish,shared,0
1716,Nina,Rahman,student,Japan,regional,Monash University,Artificial Intelligence,Bachelor,2026,25663,0,0,1,0,1,1,0,Hindi,private,1
1717,Trang,Chaudhary,student,China,urban,University of Sydney,Psychology,Master,2026,27256,1,1,0,1,0,1,1,Mandarin,private,0
1718,Trang,Suzuki,student,China,regional,Monash University,Business Analytics,Bachelor,2026,22163,1,0,1,1,0,1,1,Hindi,private,0
1719,Ishaan,Ahmed,student,Nigeria,urban,Australian National University,Artificial Intelligence,Master,2026,29689,0,0,0,1,1,1,1,Spanish,dorm,0
1720,Bilal,Wei,student,China,regional,University of Melbourne,Mechanical Engineering,Master,2026,58927,0,1,0,0,0,1,0,French,shared,1
1721,Sana,Mansoor,student,India,suburban,University of Melbourne,Finance,Master,2027,15121,0,1,1,0,1,0,0,French,dorm,0
1722,Suresh,Müller,student,India,urban,Australian National University,Psychology,Bachelor,2026,51411,0,0,0,1,0,0,0,English,dorm,0
1723,Ivan,Lefebvre,student,Nigeria,suburban,University of Melbourne,Finance,Bachelor,2027,17411,0,1,1,0,1,1,0,Spanish,shared,1
1724,Sarvesh,Sato,parent,Nigeria,suburban,UNSW,Computer Science,Bachelor,2026,22582,1,1,1,0,0,0,1,Hindi,dorm,0
1725,Léa,Suzuki,parent,China,regional,Monash University,Computer Science,Bachelor,2026,38688,0,1,0,0,1,0,0,Spanish,private,0
1726,Léa,Sharma,student,Indonesia,regional,University of Melbourne,Data Science,PhD,2026,53433,1,0,1,0,1,1,0,Japnese,dorm,0
1727,Kavya,Das,student,Australia,suburban,Australian National University,Finance,Bachelor,2027,49814,0,0,1,0,0,1,1,English,private,0
1728,Chloé,Iqbal,student,India,regional,Australian National University,Artificial Intelligence,PhD,2027,16366,1,0,1,0,1,0,1,English,dorm,1
1729,Clara,Lefebvre,student,Brazil,suburban,Australian National University,Data Science,Bachelor,2027,31627,0,1,0,0,1,0,0,Indonesian,dorm,1
1730,Fatima,Tanaka,student,Nigeria,urban,University of Melbourne,Data Science,Bachelor,2027,22121,0,0,1,1,1,1,1,Japnese,shared,1
1731,Mateo,Haddad,student,India,urban,UNSW,Mechanical Engineering,PhD,2027,41790,1,1,0,1,1,1,0,Hindi,private,0
1732,Saanvi,Iqbal,student,Indonesia,regional,University of Sydney,Mechanical Engineering,PhD,2027,33685,0,1,0,0,1,0,0,French,dorm,1
1733,Hamza,Iqbal,student,Indonesia,suburban,University of Western Australia,Artificial Intelligence,Bachelor,2026,33427,1,0,1,1,1,1,0,English,dorm,1
1734,Ananya,Sato,student,Australia,regional,University of Western Australia,Artificial Intelligence,PhD,2027,56746,1,0,0,0,1,0,0,Hindi,shared,0
1735,Hans,Sato,parent,Vietnam,suburban,University of Western Australia,Computer Science,Bachelor,2026,52558,0,0,1,1,0,1,1,English,shared,0
1736,Mathis,Wong,student,India,regional,University of Western Australia,Business Analytics,Master,2026,20868,1,0,0,1,1,0,0,Spanish,shared,0
1737,Ishaan,Lefebvre,student,Nigeria,regional,University of Adelaide,Computer Science,Master,2026,29387,0,1,1,0,1,1,0,Japnese,shared,0
1738,Sarvesh,Khan,parent,Vietnam,urban,University of Melbourne,Business Analytics,Master,2027,44550,1,0,0,1,0,0,0,Hindi,dorm,1
1739,Hans,Iqbal,parent,Vietnam,suburban,University of Sydney,Psychology,PhD,2027,38830,1,0,1,0,0,1,0,Spanish,dorm,1
1740,Hans,Haddad,parent,India,suburban,UNSW,Artificial Intelligence,Bachelor,2027,47095,1,0,1,0,1,0,1,Japnese,private,0
1741,Nusrat,Hernandez,parent,Japan,regional,Australian National University,Computer Science,Bachelor,2027,30137,1,1,0,1,1,1,0,Mandarin,shared,0
1742,Omar,Wong,student,Australia,suburban,University of Western Australia,Data Science,PhD,2026,36530,0,1,1,1,1,0,0,Japnese,private,1
1743,Trang,Chatterjee,student,Brazil,suburban,University of Melbourne,Mechanical Engineering,Bachelor,2027,23210,0,0,0,0,0,1,1,Japnese,shared,1
1744,Kavya,Bakare,student,Nigeria,regional,UNSW,Psychology,Master,2027,57638,1,0,0,0,0,0,0,Mandarin,shared,0
1745,Lucas,Patil,student,UAE,suburban,University of Melbourne,Finance,Master,2026,37220,1,1,0,0,1,1,0,French,private,1
1746,Nusrat,Wong,student,India,urban,University of Western Australia,Artificial Intelligence,PhD,2026,44410,0,1,0,0,1,0,0,French,private,1
1747,Léa,Hernandez,student,Japan,urban,University of Western Australia,Psychology,Bachelor,2026,50007,1,0,1,0,1,1,1,Mandarin,dorm,0
1748,Omar,Gomez,student,Australia,urban,Monash University,Psychology,Master,2027,21316,1,0,0,0,1,0,1,French,dorm,0
1749,Sofia,Iyer,student,Vietnam,urban,Australian National University,Business Analytics,Bachelor,2027,42069,1,1,1,1,0,1,1,English,private,1
1750,Léa,Chaudhary,student,Nigeria,urban,UNSW,Data Science,Bachelor,2027,32665,1,0,1,1,1,0,0,French,private,0
1751,Fatima,Khan,student,UAE,urban,University of Queensland,Data Science,Master,2027,38365,1,0,1,1,1,1,0,French,private,1
1752,Clara,Iqbal,student,Indonesia,suburban,University of Queensland,Mechanical Engineering,Master,2027,40855,1,0,1,1,0,1,0,English,shared,1
1753,Saanvi,Iyer,parent,Vietnam,regional,Australian National University,Finance,Bachelor,2027,22791,0,0,1,1,0,1,1,Mandarin,private,1
1754,Nusrat,Dubois,student,India,regional,University of Queensland,Mechanical Engineering,Master,2027,50781,0,0,1,0,0,0,0,Spanish,shared,0
1755,Jueqing,Garcia,student,China,regional,Australian National University,Finance,PhD,2026,49671,0,1,0,0,1,0,0,English,private,1
1756,Mathis,Haddad,parent,Japan,regional,University of Sydney,Artificial Intelligence,Master,2026,58438,1,0,0,0,1,0,1,Spanish,shared,0
1757,Zoya,Bakare,student,India,suburban,Australian National University,Artificial Intelligence,Master,2027,19389,1,1,1,0,1,0,0,Indonesian,dorm,0
1758,Rohan,Smirnov,student,India,regional,University of Adelaide,Finance,Bachelor,2026,37437,1,0,0,0,0,1,1,Mandarin,shared,1
1759,Mateo,Ahmed,student,Australia,urban,University of Melbourne,Mechanical Engineering,PhD,2027,46187,0,0,0,1,1,1,0,Hindi,shared,1
1760,Léa,Haddad,student,Indonesia,suburban,University of Melbourne,Computer Science,Master,2026,16886,0,1,0,1,1,1,0,Spanish,dorm,1
1761,Suresh,Kim,student,Japan,suburban,University of Queensland,Psychology,PhD,2027,58101,0,1,0,0,1,0,1,Spanish,private,1
1762,Sarvesh,Müller,student,Indonesia,regional,University of Melbourne,Computer Science,PhD,2026,40045,0,1,1,0,1,0,0,Spanish,dorm,1
1763,Sumaiya,Nguyen,student,China,regional,University of Adelaide,Business Analytics,Master,2026,25392,0,0,1,0,0,0,0,Spanish,shared,0
1764,Zoya,Chaudhary,student,Nigeria,suburban,University of Melbourne,Artificial Intelligence,Bachelor,2026,54929,1,1,0,0,0,0,1,Hindi,shared,0
1765,Aisha,Wong,student,China,regional,UNSW,Business Analytics,Master,2027,25298,1,0,0,0,1,1,1,Mandarin,private,1
1766,Trang,Ahmed,student,Australia,regional,University of Western Australia,Finance,Master,2027,17080,1,1,0,1,0,1,0,English,private,0
1767,Zoya,Bakare,parent,Vietnam,regional,UNSW,Artificial Intelligence,PhD,2026,16250,0,0,0,0,1,0,1,Indonesian,shared,0
1768,Chloé,Kim,student,Brazil,suburban,University of Melbourne,Psychology,PhD,2027,40185,1,1,0,0,0,1,0,Japnese,shared,0
1769,Saanvi,Olsen,student,Japan,urban,Monash University,Data Science,Bachelor,2027,59556,0,0,0,1,0,1,0,Mandarin,private,1
1770,Zaid,Nguyen,student,India,suburban,University of Queensland,Finance,Bachelor,2026,53022,1,0,1,0,0,0,1,Indonesian,dorm,0
1771,Ji-won,Tanaka,student,China,urban,UNSW,Data Science,Bachelor,2026,39095,0,0,0,0,0,0,0,Indonesian,dorm,1
1772,Tanvir,Das,student,Indonesia,suburban,University of Sydney,Computer Science,Master,2026,35249,1,0,0,0,1,0,0,Hindi,dorm,1
1773,Sumaiya,Silva,student,Nigeria,suburban,University of Sydney,Data Science,Master,2026,34415,0,1,1,1,0,0,0,Spanish,dorm,0
1774,Aisha,Moreau,student,Nigeria,regional,UNSW,Psychology,Bachelor,2026,53502,1,0,0,1,1,0,0,French,shared,0
1775,Zoya,Müller,parent,Indonesia,suburban,University of Melbourne,Computer Science,Bachelor,2027,15464,0,1,0,0,0,0,1,Japnese,dorm,0
1776,Amara,Ahmed,student,UAE,urban,UNSW,Computer Science,PhD,2027,26472,1,0,1,0,0,1,1,Indonesian,private,0
1777,Amira,Sharma,parent,Australia,urban,University of Sydney,Finance,PhD,2026,33911,1,1,0,0,1,1,0,Indonesian,private,0
1778,Mateo,Hernandez,parent,Japan,urban,University of Western Australia,Data Science,PhD,2027,41837,0,1,1,1,0,1,0,Indonesian,private,1
1779,Amira,Nguyen,parent,China,suburban,University of Adelaide,Business Analytics,PhD,2026,20849,0,0,1,1,0,0,0,Mandarin,shared,1
1780,Amara,Smirnov,parent,China,regional,University of Queensland,Computer Science,Master,2026,48254,0,0,0,0,0,0,0,French,private,0
1781,Ji-won,Olsen,student,UAE,urban,University of Sydney,Business Analytics,Master,2026,55987,0,0,0,1,0,1,1,Mandarin,shared,1
1782,Hans,Sato,student,UAE,urban,University of Adelaide,Computer Science,PhD,2027,46421,0,1,1,1,0,0,1,French,private,1
1783,Mathis,Siddiqui,student,UAE,regional,UNSW,Psychology,PhD,2027,42547,0,1,0,0,0,0,0,Mandarin,shared,0
1784,Sana,Das,student,Nigeria,urban,UNSW,Business Analytics,PhD,2026,44979,1,1,0,0,1,0,0,French,dorm,1
1785,Ananya,Lefebvre,parent,Indonesia,regional,UNSW,Mechanical Engineering,Bachelor,2027,35684,0,1,1,1,1,0,0,French,shared,1
1786,Bilal,Khan,parent,Vietnam,regional,University of Melbourne,Finance,Bachelor,2026,33554,0,1,1,1,1,1,1,Japnese,shared,0
1787,Mathis,Tanaka,student,Vietnam,regional,UNSW,Psychology,PhD,2027,27227,1,0,1,1,1,1,1,English,shared,1
1788,Amira,Rossi,student,Brazil,regional,University of Queensland,Artificial Intelligence,Bachelor,2027,22599,1,1,1,1,0,0,1,Spanish,dorm,1
1789,Hiroshi,Siddiqui,student,Indonesia,suburban,University of Western Australia,Finance,PhD,2027,26011,1,0,1,0,1,0,1,Hindi,shared,0
1790,Tanvir,Wong,student,Brazil,urban,University of Sydney,Artificial Intelligence,PhD,2026,40133,1,1,0,1,0,0,0,Japnese,private,0
1791,Fatima,Iqbal,parent,Indonesia,urban,University of Queensland,Finance,Master,2027,58882,1,0,0,1,1,0,1,Hindi,private,0
1792,Zoya,Tanaka,student,China,urban,Monash University,Psychology,PhD,2026,43081,0,0,0,0,1,0,0,Indonesian,private,0
1793,Léa,Park,student,Australia,urban,University of Adelaide,Mechanical Engineering,PhD,2026,56467,1,0,0,0,0,0,1,Mandarin,private,1
1794,Arjun,Nguyen,student,India,suburban,University of Sydney,Mechanical Engineering,Bachelor,2026,40264,0,1,0,1,1,1,1,Hindi,shared,0
1795,Bilal,Al-Farsi,student,Brazil,urban,Australian National University,Finance,Bachelor,2027,37663,0,0,1,0,0,1,0,Mandarin,dorm,1
1796,Li,Rahman,student,Japan,urban,University of Western Australia,Artificial Intelligence,PhD,2027,20575,1,0,1,1,0,0,1,Japnese,private,1
1797,Elena,Tanaka,student,Vietnam,regional,University of Western Australia,Psychology,Bachelor,2026,43634,0,0,1,0,1,1,1,English,dorm,0
1798,Chloé,Park,student,India,regional,University of Sydney,Computer Science,Bachelor,2026,48207,0,1,1,0,1,0,1,French,private,0
1799,Clara,Nguyen,student,Nigeria,regional,University of Western Australia,Finance,Bachelor,2026,48767,1,0,1,0,1,0,0,Japnese,shared,0
1800,Nina,Olsen,student,Brazil,suburban,UNSW,Artificial Intelligence,PhD,2026,56182,1,1,1,0,0,1,1,Indonesian,shared,1
1801,Ji-won,Iyer,student,Japan,regional,Monash University,Artificial Intelligence,PhD,2026,47325,0,0,1,0,1,0,0,Japnese,private,1
1802,Fatima,Kim,student,India,regional,Australian National University,Business Analytics,Master,2026,40242,1,0,1,1,1,0,1,Indonesian,shared,0
1803,Ananya,Al-Farsi,parent,Brazil,regional,Australian National University,Business Analytics,Master,2027,20126,1,0,0,1,1,0,0,French,dorm,0
1804,Nina,Das,parent,Australia,regional,Australian National University,Data Science,Master,2026,34693,1,1,0,1,1,1,1,French,dorm,0
1805,Hans,Nguyen,student,Nigeria,urban,University of Melbourne,Psychology,Bachelor,2026,15084,1,1,0,1,1,0,1,Mandarin,shared,1
1806,Arjun,Müller,student,UAE,suburban,University of Adelaide,Business Analytics,Bachelor,2026,21285,0,1,0,1,1,0,0,Spanish,private,1
1807,Léa,Iqbal,parent,Indonesia,regional,University of Queensland,Artificial Intelligence,Master,2027,58601,1,1,0,1,0,0,0,Indonesian,private,0
1808,Trang,Patil,student,Brazil,suburban,University of Melbourne,Business Analytics,Master,2027,32513,1,0,1,0,1,0,0,French,dorm,0
1809,Sarvesh,Al-Farsi,student,Indonesia,regional,Australian National University,Finance,PhD,2026,31969,0,0,0,1,1,0,0,Japnese,shared,1
1810,Priya,Smirnov,student,Japan,suburban,University of Adelaide,Finance,Master,2027,57115,1,0,1,0,1,1,1,English,shared,1
1811,Kavya,Sato,parent,Australia,suburban,UNSW,Data Science,PhD,2026,41135,0,0,0,0,1,0,0,Hindi,dorm,1
1812,Aisha,Silva,student,UAE,regional,Australian National University,Business Analytics,PhD,2026,34558,1,0,0,0,1,0,1,French,private,1
1813,Yuki,Olsen,student,India,urban,Monash University,Computer Science,PhD,2027,35316,1,1,0,0,0,0,0,Hindi,shared,1
1814,Ishaan,Chatterjee,parent,Australia,regional,University of Queensland,Data Science,PhD,2027,33458,0,1,0,0,0,0,0,Hindi,shared,0
1815,Kavya,Haddad,student,India,suburban,UNSW,Psychology,PhD,2027,37969,1,1,1,1,1,1,1,French,shared,1
1816,Lucas,Nguyen,student,UAE,suburban,University of Western Australia,Artificial Intelligence,Master,2027,19699,0,1,0,0,1,1,1,English,private,1
1817,Tanvir,Khan,student,Vietnam,urban,University of Melbourne,Psychology,Bachelor,2027,36255,0,1,1,0,0,1,0,Hindi,private,1
1818,Nina,Iqbal,parent,Indonesia,urban,University of Queensland,Psychology,PhD,2027,55603,1,0,1,1,1,0,0,English,shared,0
1819,Zoya,Al-Farsi,parent,Indonesia,urban,Australian National University,Data Science,Bachelor,2027,34793,0,1,1,0,1,1,0,Hindi,dorm,1
1820,Sarvesh,Khan,parent,UAE,suburban,University of Queensland,Mechanical Engineering,PhD,2026,21475,1,1,1,1,0,0,0,French,dorm,0
1821,Sofia,Wong,student,Vietnam,regional,University of Sydney,Finance,Bachelor,2027,32807,0,1,1,1,1,1,1,French,private,0
1822,Mateo,Iyer,student,UAE,suburban,UNSW,Mechanical Engineering,Master,2026,55528,1,1,1,1,0,1,0,Spanish,shared,0
1823,Rohan,Iyer,student,Australia,regional,University of Melbourne,Business Analytics,Master,2026,38915,1,0,1,1,1,0,1,Hindi,private,1
1824,Aisha,Siddiqui,student,Vietnam,suburban,UNSW,Artificial Intelligence,Master,2026,40230,0,0,1,1,1,0,0,Spanish,shared,0
1825,Jueqing,Malik,student,UAE,regional,Monash University,Mechanical Engineering,Master,2026,30717,0,1,1,1,1,1,1,Hindi,dorm,0
1826,Omar,Patil,parent,Japan,urban,University of Melbourne,Computer Science,PhD,2027,24842,0,0,0,0,0,0,0,Hindi,shared,1
1827,Léa,Mansoor,parent,India,regional,University of Melbourne,Psychology,PhD,2027,26236,1,1,0,1,1,0,1,Spanish,dorm,0
1828,Julien,Iqbal,student,Australia,urban,University of Melbourne,Finance,Bachelor,2026,15610,1,0,0,1,0,0,0,Spanish,dorm,1
1829,Rohan,Smirnov,student,UAE,urban,University of Sydney,Psychology,PhD,2026,40158,0,1,0,0,0,1,1,French,dorm,1
1830,Nusrat,Rossi,student,Brazil,suburban,University of Queensland,Business Analytics,Bachelor,2027,29533,1,0,1,0,0,1,0,Japnese,dorm,1
1831,Zaid,Das,student,Australia,suburban,University of Sydney,Artificial Intelligence,Bachelor,2026,24271,0,1,1,0,0,1,1,Mandarin,private,1
1832,Julien,Silva,student,India,suburban,University of Adelaide,Computer Science,Master,2027,25136,1,1,0,1,0,0,0,French,private,0
1833,Hiroshi,Iyer,student,Brazil,urban,University of Adelaide,Artificial Intelligence,PhD,2027,39755,1,0,1,1,1,0,1,English,shared,1
1834,Yuki,Nguyen,parent,UAE,regional,University of Western Australia,Data Science,PhD,2026,24432,1,1,0,1,0,0,0,French,dorm,0
1835,Hamza,Al-Farsi,parent,Brazil,urban,Australian National University,Data Science,PhD,2026,31678,1,1,1,1,1,0,1,Indonesian,shared,0
1836,Fatima,Chatterjee,student,UAE,regional,Australian National University,Artificial Intelligence,PhD,2027,15337,1,0,0,0,1,0,0,Indonesian,shared,1
1837,Rohan,Garcia,student,Brazil,regional,University of Western Australia,Psychology,PhD,2027,16007,1,1,1,0,1,1,0,Hindi,dorm,1
1838,Léa,Iqbal,student,China,urban,University of Melbourne,Artificial Intelligence,Master,2026,41455,0,1,1,1,0,0,0,English,private,0
1839,Ivan,Wei,student,China,regional,University of Adelaide,Computer Science,Bachelor,2027,43303,1,1,1,1,1,0,1,English,private,0
1840,Sarvesh,Smirnov,parent,China,regional,University of Queensland,Psychology,Bachelor,2027,32067,0,1,1,0,0,0,0,Spanish,dorm,1
1841,Suresh,Das,parent,Indonesia,suburban,University of Sydney,Psychology,PhD,2027,52085,1,1,1,1,0,1,0,English,private,1
