mentor_id,first_name,last_name,mentor_type,university,field_of_study,degree_level,years_in_country,visa_experience,housing_experience,cultural_adaptation_experience,career_guidance_experience,languages_spoken,availability_hours_per_week,sessions_completed,response_time_hours,graduation_year,mentor_rating
655,Li,Silva,parent,University of Adelaide,Business Analytics,Bachelor,11,1,0,1,1,"English,Spanish",5,69,31,NULL,3.5
656,Zane,Khan,parent,Australian National University,Computer Science,PhD,4,0,0,1,1,English,3,144,40,NULL,4.9
657,Arjun,Tanaka,parent,Australian National University,Finance,Bachelor,1,1,0,1,1,English,12,149,18,NULL,3.7
658,Mei,Rossi,parent,Monash University,Artificial Intelligence,Master,4,0,0,1,1,English,13,145,12,NULL,4.2
659,Jueqing,Rossi,parent,University of Western Australia,Computer Science,Master,11,1,1,0,0,"English,Hindi",2,135,43,NULL,4.4
660,Bilal,Olsen,parent,Monash University,Data Science,PhD,1,0,1,0,0,"English,Spanish",17,7,37,NULL,3.9
661,Suresh,Das,parent,University of Melbourne,Computer Science,Master,13,0,0,1,0,"English,Indonesian",5,120,45,NULL,3.9
662,Ananya,Das,parent,UNSW,Finance,Master,6,0,1,0,1,"English,Spanish",16,67,40,NULL,5.0
663,Zoya,Tanaka,parent,University of Sydney,Computer Science,Master,4,1,1,1,1,"English,Spanish",20,166,26,NULL,4.4
664,Ananya,Kumar,parent,UNSW,Business Analytics,Bachelor,13,0,0,1,1,"English,Indonesian",15,53,31,NULL,3.6
665,Tanvir,Park,parent,University of Western Australia,Artificial Intelligence,PhD,15,0,1,0,0,"English,Indonesian",1,31,43,NULL,3.7
666,Mateo,Chatterjee,parent,University of Sydney,Finance,PhD,8,0,0,0,0,"English,Spanish",12,27,22,NULL,4.3
667,Suresh,Chatterjee,parent,Australian National University,Mechanical Engineering,PhD,10,0,1,0,1,"English,Hindi",5,185,26,NULL,3.6
668,Sumaiya,Sharma,parent,University of Sydney,Business Analytics,Bachelor,8,0,0,1,1,English,20,156,11,NULL,3.6
669,Chloé,Chatterjee,parent,University of Queensland,Psychology,Bachelor,7,1,1,1,0,"English,Hindi",5,143,34,NULL,4.1
670,Nina,Rossi,parent,Monash University,Data Science,Bachelor,15,1,1,1,1,"English,French",18,89,5,NULL,4.8
671,Aisha,Olsen,parent,University of Adelaide,Computer Science,PhD,6,1,1,0,1,English,6,72,19,NULL,4.6
672,Amara,Smirnov,parent,University of Adelaide,Data Science,Master,14,0,1,0,0,"English,Japnese",19,159,6,NULL,4.9
673,Ji-won,Garcia,parent,Monash University,Finance,PhD,1,0,1,1,0,"English,Japnese",11,21,43,NULL,4.4
674,Hiroshi,Chaudhary,parent,University of Sydney,Artificial Intelligence,Master,3,0,1,0,1,"English,Indonesian",13,10,28,NULL,4.8
675,Hans,Smirnov,parent,Australian National University,Computer Science,Master,14,1,1,1,0,"English,Japnese",18,185,45,NULL,3.7
676,Tanvir,Mansoor,parent,University of Melbourne,Artificial Intelligence,Bachelor,2,0,0,0,0,"English,Spanish",17,93,3,NULL,4.3
677,Zoya,Müller,parent,University of Melbourne,Business Analytics,PhD,8,1,0,1,0,"English,Spanish",8,183,18,NULL,3.6
678,Zaid,Park,parent,University of Adelaide,Psychology,Master,12,0,0,0,1,"English,Indonesian",8,149,3,NULL,4.1
679,Kenji,Iqbal,parent,University of Queensland,Artificial Intelligence,Bachelor,4,1,0,0,0,English,5,148,26,NULL,4.6
680,Zoya,Haddad,parent,Australian National University,Psychology,Master,5,1,1,0,0,"English,Japnese",1,175,35,NULL,3.5
681,Ji-won,Lefebvre,parent,University of Queensland,Mechanical Engineering,PhD,10,1,1,1,1,"English,French",16,106,18,NULL,4.2
682,Sarvesh,Olsen,parent,Monash University,Data Science,PhD,7,1,1,0,0,"English,Spanish",20,128,7,NULL,4.0
683,Sana,Garcia,parent,University of Melbourne,Mechanical Engineering,Master,3,0,0,0,0,"English,Indonesian",19,8,37,NULL,3.6
684,Tanvir,Iqbal,parent,University of Western Australia,Psychology,PhD,2,1,0,0,0,English,16,47,45,NULL,4.7
685,Léa,Al-Farsi,parent,Australian National University,Psychology,PhD,11,1,1,1,1,"English,Spanish",13,92,36,NULL,4.7
686,Sumaiya,Wong,parent,University of Queensland,Psychology,Master,10,0,1,1,0,"English,Indonesian",18,190,31,NULL,5.0
687,Lucas,Olsen,parent,Monash University,Mechanical Engineering,PhD,2,0,1,1,0,"English,Indonesian",8,77,31,NULL,3.5
688,Mateo,Siddiqui,parent,University of Sydney,Business Analytics,Bachelor,10,0,1,1,0,"English,Mandarin",15,141,17,NULL,3.9
689,Amira,Bakare,parent,University of Sydney,Finance,PhD,15,1,0,0,1,"English,Spanish",20,112,8,NULL,4.9
690,Hiroshi,Iqbal,parent,University of Melbourne,Artificial Intelligence,PhD,1,0,1,1,0,"English,Hindi",2,3,15,NULL,4.7
691,Li,Silva,parent,UNSW,Psychology,Master,15,0,1,0,0,"English,Indonesian",19,153,13,NULL,4.1
692,Julien,Kim,parent,University of Western Australia,Artificial Intelligence,Bachelor,4,0,0,0,1,"English,Japnese",19,79,27,NULL,3.8
693,Trang,Khan,parent,Australian National University,Computer Science,Master,6,0,0,1,1,"English,French",11,166,29,NULL,3.8
694,Fatima,Khan,parent,University of Sydney,Computer Science,Bachelor,9,0,0,1,1,"English,French",1,40,21,NULL,4.3
695,Saanvi,Olsen,parent,UNSW,Data Science,PhD,10,0,1,0,1,"English,Spanish",2,49,6,NULL,4.2
696,Clara,Müller,parent,UNSW,Artificial Intelligence,Bachelor,1,0,0,0,1,"English,Spanish",20,190,3,NULL,4.5
697,Hamza,Chatterjee,parent,Monash University,Finance,Bachelor,14,1,1,1,1,"English,Spanish",7,121,2,NULL,4.2
698,Zaid,Sato,parent,University of Queensland,Psychology,PhD,5,0,1,1,0,"English,French",2,170,16,NULL,4.8
699,Aisha,Mansoor,parent,University of Melbourne,Artificial Intelligence,Bachelor,11,0,1,1,0,"English,Japnese",13,173,13,NULL,4.0
700,Sumaiya,Smirnov,parent,University of Queensland,Artificial Intelligence,PhD,8,0,1,0,0,"English,Hindi",4,106,41,NULL,4.1
701,Hiroshi,Mansoor,professor,Australian National University,Artificial Intelligence,PhD,14,1,0,0,0,"English,Japnese",15,2,11,2007,3.6
702,Rohan,Dubois,professor,University of Melbourne,Mechanical Engineering,PhD,8,0,0,0,0,"English,Japnese",16,97,4,2004,5.0
703,Chloé,Mansoor,professor,Monash University,Psychology,Bachelor,2,0,1,1,0,"English,French",8,48,17,2012,3.8
704,Ananya,Al-Farsi,professor,University of Adelaide,Data Science,Bachelor,1,1,0,0,0,"English,French",14,106,11,2016,4.3
705,Mateo,Garcia,professor,Australian National University,Data Science,Master,14,1,1,0,0,"English,Indonesian",3,32,45,2015,3.9
706,Omar,Chatterjee,professor,University of Western Australia,Finance,Master,6,0,0,1,0,"English,Mandarin",3,33,16,2018,4.6
707,Hiroshi,Wei,professor,University of Sydney,Artificial Intelligence,PhD,1,0,0,0,0,"English,Mandarin",11,178,13,2006,3.5
708,Yuki,Moreau,professor,University of Adelaide,Computer Science,PhD,12,0,1,0,1,"English,Hindi",13,78,29,1998,3.8
709,Mei,Smirnov,professor,UNSW,Psychology,Bachelor,11,0,1,0,1,"English,Japnese",7,171,27,1997,4.3
710,Amara,Wong,professor,Monash University,Artificial Intelligence,Bachelor,10,1,0,0,1,"English,Spanish",5,163,12,2014,4.8
711,Julien,Wei,professor,University of Adelaide,Computer Science,Bachelor,6,0,1,0,0,"English,French",13,129,44,2007,3.6
712,Amira,Gomez,professor,University of Western Australia,Psychology,PhD,3,0,1,0,1,"English,Indonesian",14,13,16,2010,4.0
713,Ishaan,Hernandez,professor,University of Western Australia,Mechanical Engineering,Master,11,1,0,0,1,"English,Indonesian",11,57,15,2019,3.6
714,Priya,Wong,professor,Australian National University,Computer Science,Bachelor,10,1,0,0,1,"English,Japnese",17,136,28,2000,3.6
715,Sana,Patil,professor,University of Sydney,Data Science,PhD,11,1,0,0,1,"English,Indonesian",5,54,45,2015,3.5
716,Trang,Haddad,professor,University of Queensland,Business Analytics,PhD,11,0,1,0,0,"English,Mandarin",1,198,18,1998,4.6
717,Trang,Hernandez,professor,UNSW,Computer Science,Master,8,0,1,1,0,"English,Hindi",1,169,2,2020,4.5
718,Hans,Ahmed,professor,University of Adelaide,Data Science,Bachelor,7,0,1,1,0,"English,French",3,125,18,2003,4.6
719,Elena,Smirnov,professor,University of Western Australia,Artificial Intelligence,Master,6,0,1,1,0,"English,Hindi",5,7,36,2020,3.5
720,Amira,Hernandez,professor,UNSW,Business Analytics,PhD,4,1,0,0,1,"English,Mandarin",17,173,47,2012,4.0
721,Bilal,Haddad,professor,University of Sydney,Psychology,PhD,7,1,1,1,0,"English,French",2,88,7,2016,4.4
722,Amira,Silva,professor,UNSW,Computer Science,Master,8,1,0,0,1,"English,Mandarin",16,194,12,2013,4.2
723,Saanvi,Al-Farsi,professor,University of Queensland,Finance,Master,2,0,0,0,1,English,5,125,6,2015,5.0
724,Sumaiya,Sato,professor,University of Queensland,Business Analytics,PhD,4,1,1,1,1,"English,Spanish",6,138,27,2017,4.1
725,Ishaan,Al-Farsi,professor,Australian National University,Psychology,PhD,9,1,0,0,1,"English,French",2,97,5,1997,4.0
726,Mathis,Haddad,professor,Monash University,Business Analytics,PhD,12,1,1,0,0,"English,French",16,131,1,2018,4.6
727,Li,Haddad,professor,University of Queensland,Psychology,Master,1,1,0,1,1,"English,Spanish",11,26,41,2005,5.0
728,Jueqing,Iyer,professor,Australian National University,Artificial Intelligence,PhD,7,0,0,1,1,"English,Indonesian",3,172,7,1997,5.0
729,Sana,Tanaka,professor,University of Sydney,Artificial Intelligence,Master,10,1,1,0,0,"English,Hindi",7,13,31,2014,4.9
730,Nina,Silva,professor,UNSW,Artificial Intelligence,Bachelor,3,0,0,0,0,"English,Mandarin",20,136,31,2017,4.3
731,Ivan,Hernandez,professor,University of Melbourne,Psychology,Master,15,0,1,0,1,"English,French",18,33,9,1996,4.2
732,Zoya,Garcia,professor,University of Queensland,Finance,PhD,5,1,1,1,0,"English,Mandarin",13,170,39,2017,4.4
733,Yuki,Chatterjee,professor,University of Western Australia,Business Analytics,PhD,11,0,0,0,1,"English,Spanish",1,29,45,1995,4.3
734,Sofia,Chatterjee,professor,University of Adelaide,Mechanical Engineering,PhD,11,1,1,1,0,"English,Japnese",9,122,12,1995,4.3
735,Tanvir,Dubois,professor,University of Adelaide,Data Science,Master,9,0,1,1,0,English,15,21,6,1999,4.8
736,Lucas,Chatterjee,professor,Australian National University,Data Science,Bachelor,9,0,0,1,1,"English,French",9,78,4,2005,3.6
737,Nina,Mansoor,professor,UNSW,Data Science,Master,12,1,0,1,1,"English,Mandarin",20,27,18,2003,3.9
738,Li,Hossain,professor,University of Adelaide,Business Analytics,PhD,5,1,0,1,1,"English,Indonesian",5,0,23,2004,4.2
739,Kavya,Wei,professor,University of Melbourne,Artificial Intelligence,PhD,2,0,0,0,0,English,9,24,44,1997,4.1
740,Amira,Haddad,professor,University of Sydney,Mechanical Engineering,PhD,15,1,1,0,0,"English,Japnese",9,19,26,2015,4.1
741,Sarvesh,Al-Farsi,professor,Australian National University,Data Science,Master,6,0,0,1,1,"English,Hindi",20,15,48,2002,4.6
742,Kavya,Das,professor,University of Melbourne,Artificial Intelligence,Master,10,1,1,1,1,"English,Indonesian",17,119,40,2009,3.7
743,Li,Rossi,professor,University of Sydney,Finance,Master,1,1,0,1,0,"English,Mandarin",20,161,32,2002,3.5
744,Mathis,Chen,professor,University of Adelaide,Data Science,Master,14,1,0,0,0,"English,Japnese",18,84,32,2007,4.6
745,Kavya,Dubois,professor,University of Adelaide,Psychology,Master,11,1,0,1,0,"English,French",15,134,34,2020,3.8
746,Mathis,Rossi,professor,University of Sydney,Artificial Intelligence,PhD,6,1,1,1,0,"English,Mandarin",9,77,23,2019,4.7
747,Julien,Ahmed,professor,University of Adelaide,Finance,Bachelor,13,0,1,0,1,"English,Spanish",6,181,36,2006,3.6
748,Sofia,Sharma,professor,University of Adelaide,Data Science,Master,9,1,0,0,1,"English,Spanish",14,177,6,2019,4.2
749,Tanvir,Malik,professor,University of Adelaide,Computer Science,Master,4,0,0,0,0,"English,Indonesian",1,17,46,2014,4.9
750,Sana,Gomez,professor,University of Queensland,Computer Science,PhD,12,1,1,0,0,"English,Spanish",8,41,46,2013,3.7
751,Zoya,Kumar,professor,Australian National University,Psychology,PhD,1,0,1,0,0,"English,Indonesian",18,151,23,2008,4.7
752,Bilal,Mansoor,professor,University of Sydney,Psychology,PhD,13,1,0,1,1,"English,Mandarin",10,189,34,2017,4.0
753,Chloé,Wong,professor,University of Melbourne,Computer Science,PhD,3,1,0,0,0,English,12,95,4,2004,3.7
754,Ishaan,Ahmed,professor,University of Sydney,Data Science,PhD,4,0,1,0,0,"English,Japnese",16,98,38,2007,4.8
755,Chloé,Kumar,professor,University of Sydney,Artificial Intelligence,Master,13,0,0,1,0,"English,Spanish",15,130,9,2003,3.8
756,Jueqing,Patil,professor,University of Adelaide,Mechanical Engineering,Master,1,1,1,1,0,"English,Hindi",11,9,30,2002,4.6
757,Kavya,Chatterjee,professor,University of Queensland,Business Analytics,Master,5,0,0,0,0,"English,Spanish",5,78,13,1997,4.8
758,Suresh,Sharma,professor,University of Adelaide,Psychology,Bachelor,10,1,1,1,0,English,19,59,3,2019,4.3
759,Mathis,Das,professor,Monash University,Computer Science,Bachelor,14,1,0,0,0,English,18,96,13,1996,3.6
760,Yuki,Iyer,professor,University of Melbourne,Mechanical Engineering,PhD,5,0,1,1,1,"English,Indonesian",6,171,1,2020,3.6
761,Zoya,Ahmed,professor,Monash University,Psychology,Bachelor,11,1,1,1,1,"English,French",4,112,18,2020,4.3
762,Mei,Al-Farsi,professor,University of Western Australia,Data Science,Master,4,1,0,1,1,"English,French",19,29,11,2007,3.6
763,Ananya,Malik,professor,Australian National University,Computer Science,Master,14,1,0,0,0,"English,Japnese",3,180,13,2013,4.7
764,Ivan,Wong,professor,UNSW,Mechanical Engineering,PhD,12,0,0,1,1,"English,Spanish",2,34,32,1996,4.7
765,Kavya,Park,professor,Monash University,Computer Science,Bachelor,14,0,0,1,1,"English,French",7,133,10,1998,4.8
766,Ji-won,Haddad,professor,University of Queensland,Mechanical Engineering,Master,1,0,1,1,1,"English,French",14,96,13,2002,4.5
767,Suresh,Smirnov,professor,Monash University,Psychology,Master,15,1,0,0,0,"English,Hindi",3,139,20,2010,4.7
768,Zaid,Iqbal,professor,University of Western Australia,Mechanical Engineering,PhD,6,1,1,1,0,"English,Japnese",5,27,46,2011,4.6
769,Kenji,Hernandez,professor,University of Adelaide,Computer Science,Bachelor,15,1,1,1,1,"English,French",3,195,35,1999,3.9
770,Mathis,Sato,professor,UNSW,Artificial Intelligence,Bachelor,3,1,0,1,0,"English,Spanish",19,120,31,2011,4.6
771,Ji-won,Gomez,professor,Monash University,Business Analytics,PhD,3,0,0,0,0,"English,Mandarin",16,50,48,1997,3.9
772,Saanvi,Olsen,professor,University of Queensland,Mechanical Engineering,Master,15,1,1,0,1,"English,Spanish",18,51,42,2017,3.9
773,Mateo,Ahmed,professor,Monash University,Finance,PhD,8,1,0,1,1,English,8,83,14,2016,4.4
774,Kenji,Dubois,professor,Australian National University,Data Science,Bachelor,6,0,0,0,0,"English,French",3,21,8,2008,4.2
775,Ivan,Sharma,professor,University of Sydney,Data Science,Bachelor,10,0,0,1,1,"English,Mandarin",1,27,25,1996,3.8
776,Amara,Nguyen,professor,Monash University,Finance,Bachelor,14,1,1,1,0,"English,Mandarin",14,10,37,1995,4.1
777,Arjun,Hossain,professor,University of Western Australia,Psychology,PhD,14,0,0,1,0,"English,French",11,117,18,2013,4.4
778,Lucas,Haddad,professor,University of Western Australia,Finance,PhD,1,0,0,1,1,"English,French",1,1,12,2013,4.1
779,Ananya,Tanaka,professor,UNSW,Business Analytics,Bachelor,8,0,0,1,1,"English,Indonesian",13,141,45,2000,3.7
780,Lucas,Iqbal,professor,Australian National University,Psychology,Master,1,0,1,1,1,English,9,69,38,1998,3.7
781,Nina,Iqbal,professor,University of Queensland,Computer Science,Master,6,1,0,0,1,"English,Indonesian",1,145,26,1999,3.9
782,Nusrat,Patil,professor,UNSW,Computer Science,Bachelor,4,1,0,0,1,English,16,29,4,2013,4.3
783,Abrar,Sharma,professor,University of Melbourne,Computer Science,Master,12,0,1,0,0,English,7,169,45,1999,4.4
784,Hans,Patil,professor,University of Queensland,Finance,Master,5,1,1,1,0,"English,French",4,73,29,2004,3.8
785,Mathis,Tanaka,professor,University of Sydney,Mechanical Engineering,Master,3,1,1,0,0,"English,Hindi",14,131,34,1995,4.9
786,Fatima,Sato,professor,Australian National University,Finance,PhD,6,1,0,1,1,"English,Mandarin",12,150,44,2020,4.4
787,Fatima,Silva,professor,University of Adelaide,Business Analytics,PhD,8,0,1,1,0,"English,Japnese",13,124,37,2002,3.6
788,Aisha,Suzuki,professor,University of Queensland,Data Science,PhD,2,0,1,1,1,"English,Spanish",14,163,12,2015,4.6
789,Bilal,Smirnov,professor,Australian National University,Business Analytics,Bachelor,9,0,0,1,1,"English,Japnese",6,15,7,2014,4.1
790,Hamza,Park,professor,UNSW,Artificial Intelligence,PhD,8,0,1,1,0,"English,French",14,163,21,2017,4.8
791,Bilal,Bakare,professor,Monash University,Computer Science,Bachelor,5,1,1,1,1,"English,Japnese",20,54,20,2004,3.9
792,Sumaiya,Malik,professor,University of Western Australia,Data Science,Bachelor,3,1,0,0,1,"English,Indonesian",7,91,48,2017,4.9
793,Hiroshi,Park,professor,Australian National University,Data Science,PhD,5,1,1,1,1,"English,French",1,169,18,2020,4.4
794,Trang,Wei,professor,University of Western Australia,Computer Science,Bachelor,12,1,1,0,1,"English,Mandarin",1,5,17,2001,4.7
795,Léa,Chaudhary,professor,University of Western Australia,Finance,Bachelor,7,1,1,1,0,"English,Spanish",6,98,3,2007,4.2
796,Chloé,Sato,professor,Monash University,Finance,PhD,2,0,1,0,0,English,17,130,12,2010,3.6
797,Hiroshi,Rahman,professor,University of Adelaide,Business Analytics,Master,1,1,0,0,1,"English,Spanish",13,197,1,1999,4.0
798,Hans,Bakare,professor,University of Sydney,Mechanical Engineering,PhD,11,1,1,1,0,"English,French",8,19,18,2000,4.1
799,Li,Nguyen,professor,University of Melbourne,Business Analytics,Master,2,0,1,0,0,"English,Spanish",3,95,4,2012,3.9
800,Aisha,Garcia,professor,University of Melbourne,Artificial Intelligence,Master,8,0,1,1,1,"English,Indonesian",8,59,22,2015,4.8
